HIP|RAhms|DEdms|Vmag|RAICRS|DEICRS
103219|20 54 44.28|+75 55 31.7| 5.99|313.68448128|+75.92546706
103226|20 54 47.85|-17 55 22.3| 5.78|313.69938483|-17.92285285
103227|20 54 48.58|-58 27 14.7| 3.67|313.70241509|-58.45409470
103294|20 55 36.68|+13 43 17.6| 5.19|313.90282903|+13.72156383
103298|20 55 38.55|+12 34 06.6| 5.54|313.91063822|+12.56850687
103312|20 55 49.81|+47 25 03.6| 5.68|313.95752483|+47.41766542
103359|20 56 25.44|+50 43 43.1| 5.83|314.10599985|+50.72864966
103360|20 56 25.89|+49 11 45.0| 5.92|314.10786528|+49.19583069
103371|20 56 34.78|+44 55 29.0| 5.96|314.14490863|+44.92472729
103389|20 56 47.27|-26 17 46.4| 5.70|314.19695920|-26.29621951
103401|20 56 54.03|-09 41 51.1| 5.49|314.22512443|-09.69751669
103413|20 57 10.41|+41 10 01.9| 3.94|314.29338184|+41.16719384
103460|20 57 40.61|-16 01 53.6| 5.89|314.41922341|-16.03154355
103511|20 58 16.35|+22 19 33.3| 5.30|314.56813667|+22.32591754
103519|20 58 19.38|+44 28 17.5| 5.55|314.58075681|+44.47154114
103527|20 58 25.96|+10 50 21.7| 5.51|314.60817904|+10.83936950
103530|20 58 30.03|+50 27 42.4| 5.59|314.62510662|+50.46178308
103545|20 58 41.87|-14 28 59.1| 5.95|314.67447074|-14.48308081
103569|20 59 04.54|+04 17 37.8| 5.30|314.76892895|+04.29384672
103571|20 59 05.18|+04 17 41.9| 5.24|314.77157032|+04.29497561
103598|20 59 25.33|+59 26 18.8| 5.54|314.85555250|+59.43855678
103632|20 59 49.55|+47 31 15.4| 4.74|314.95645946|+47.52094507
103652|21 00 03.95|+07 30 58.2| 5.98|315.01647457|+07.51617986
103673|21 00 21.56|-51 15 56.3| 5.76|315.08985065|-51.26563421
103675|21 00 27.70|+19 19 47.0| 5.69|315.11540786|+19.32972583
103732|21 01 10.92|+46 09 20.8| 5.38|315.29551032|+46.15576488
103738|21 01 17.46|-32 15 28.0| 4.67|315.32275695|-32.25776681
103810|21 02 09.00|+56 40 10.6| 5.83|315.53748512|+56.66961137
103836|21 02 27.05|-38 31 50.0| 5.93|315.61271790|-38.53055847
103882|21 02 57.97|-38 37 52.3| 5.32|315.74156102|-38.63118269
103956|21 03 47.58|+53 17 09.0| 5.93|315.94827016|+53.28582252
103981|21 04 04.71|-05 49 23.0| 5.53|316.01963509|-05.82304908
104019|21 04 24.32|-19 51 17.8| 4.82|316.10135259|-19.85493122
104031|21 04 34.64|+05 30 10.3| 5.63|316.14434879|+05.50286035
104043|21 04 43.03|-77 01 22.3| 5.13|316.17928592|-77.02286938
104060|21 04 55.86|+43 55 40.3| 3.72|316.23273251|+43.92785122
104085|21 05 14.23|-54 43 37.0| 5.17|316.30930513|-54.72695035
104101|21 05 26.79|+05 57 30.6| 5.94|316.36162027|+05.95848857
104105|21 05 29.21|+78 07 34.8| 5.91|316.37171122|+78.12632222
104139|21 05 56.78|-17 13 57.8| 4.08|316.48658082|-17.23271095
104148|21 06 01.12|-30 07 29.8| 5.69|316.50468134|-30.12495361
104171|21 06 23.39|+71 25 55.5| 5.88|316.59746974|+71.43207905
104174|21 06 24.68|-32 20 29.9| 5.20|316.60283819|-32.34163849
104177|21 06 25.50|-41 23 09.4| 5.55|316.60623928|-41.38593603
104185|21 06 30.24|+31 11 04.8| 5.77|316.62600709|+31.18466842
104194|21 06 36.09|+47 38 54.3| 4.56|316.65036722|+47.64840597
104214|21 06 50.84|+38 44 29.4| 5.20|316.71181258|+38.74149446
104234|21 07 07.69|-25 00 20.7| 4.49|316.78202266|-25.00574796
104364|21 08 32.71|-63 55 41.8| 5.75|317.13627084|-63.92827112
104365|21 08 33.61|-21 11 36.7| 5.30|317.14005380|-21.19352539
104371|21 08 38.87|+30 12 20.5| 5.60|317.16196997|+30.20568797
104382|21 08 46.01|-88 57 23.4| 5.45|317.19172547|-88.95651120
104440|21 09 21.52|-73 10 20.2| 5.67|317.33965419|-73.17226994
104459|21 09 35.59|-11 22 18.0| 4.50|317.39830336|-11.37165474
104516|21 10 15.55|+53 33 47.2| 5.75|317.56480272|+53.56310952
104521|21 10 20.47|+10 07 55.0| 4.70|317.58529617|+10.13194861
104642|21 11 48.24|+59 59 11.8| 5.64|317.95100195|+59.98661923
104680|21 12 13.67|-40 16 07.8| 5.83|318.05695050|-40.26882840
104732|21 12 56.18|+30 13 37.5| 3.21|318.23408977|+30.22708128
104738|21 13 02.93|-39 25 28.7| 5.25|318.26219780|-39.42464394
104750|21 13 17.27|-27 37 08.6| 5.41|318.32194676|-27.61905854
104752|21 13 18.94|-36 25 24.7| 5.97|318.32890517|-36.42353599
104755|21 13 20.44|-70 07 34.4| 5.06|318.33516015|-70.12621725
104858|21 14 28.79|+10 00 27.8| 4.47|318.61995883|+10.00771855
104887|21 14 47.35|+38 02 39.6| 3.74|318.69727757|+38.04432043
104963|21 15 37.89|-20 39 06.1| 5.17|318.90787714|-20.65169052
104968|21 15 42.39|+77 00 44.1| 5.92|318.92663197|+77.01226067
104974|21 15 44.83|-15 10 17.4| 5.31|318.93678169|-15.17151251
104978|21 15 45.84|-53 15 47.0| 5.73|318.94098443|-53.26304998
104987|21 15 49.40|+05 14 53.1| 3.92|318.95581976|+05.24807390
105102|21 17 24.95|+39 23 40.9| 4.22|319.35396892|+39.39469016
105138|21 17 55.07|+34 53 48.8| 4.41|319.47944955|+34.89688120
105140|21 17 56.25|-32 10 20.9| 4.71|319.48436063|-32.17248551
105143|21 17 57.28|-17 59 06.5| 5.40|319.48865236|-17.98513635
105164|21 18 11.07|-04 31 10.2| 5.83|319.54610828|-04.51951158
105186|21 18 27.18|+43 56 45.5| 5.04|319.61325695|+43.94596690
105199|21 18 34.58|+62 35 07.6| 2.45|319.64408982|+62.58545529
105224|21 18 52.01|+11 12 12.0| 5.97|319.71672173|+11.20333527
105259|21 19 15.69|+58 37 24.6| 5.51|319.81538311|+58.62350994
105269|21 19 22.18|+38 14 14.9| 5.89|319.84241818|+38.23748156
105268|21 19 22.21|+64 52 18.6| 5.19|319.84255444|+64.87184231
105282|21 19 28.74|+49 30 37.0| 5.75|319.86973952|+49.51028920
105319|21 19 51.88|-53 26 57.4| 4.39|319.96618253|-53.44926434
105382|21 20 45.58|-40 48 34.2| 4.80|320.18993153|-40.80950852
105411|21 21 04.24|+23 51 22.5| 5.58|320.26766229|+23.85625829
105412|21 21 04.33|-04 33 36.5| 5.87|320.26802428|-04.56015214
105413|21 21 04.80|+07 21 16.4| 5.81|320.27000230|+07.35454610
105497|21 22 00.38|+49 23 19.3| 5.68|320.50160330|+49.38869874
105502|21 22 05.13|+19 48 15.7| 4.08|320.52139118|+19.80435581
105515|21 22 14.78|-16 50 04.4| 4.28|320.56157261|-16.83455521
105570|21 22 53.58|+06 48 40.0| 5.16|320.72325739|+06.81111338
105574|21 22 56.27|-09 19 09.4| 5.99|320.73446434|-09.31927297
105576|21 23 00.47|-22 40 08.6| 5.63|320.75196452|-22.66904892
105652|21 23 58.74|+24 16 26.7| 5.70|320.99475047|+24.27409155
105665|21 24 09.60|-20 51 05.6| 5.38|321.03999238|-20.85156019
105668|21 24 11.44|-12 52 41.3| 5.48|321.04766053|-12.87813020
105696|21 24 24.80|-41 00 24.1| 5.76|321.10332831|-41.00669489
105703|21 24 33.97|+26 10 28.4| 5.67|321.14155670|+26.17454472
105727|21 24 49.40|+80 31 29.5| 5.97|321.20583722|+80.52485397
105761|21 25 13.02|-09 44 53.3| 5.71|321.30423875|-09.74814011
105767|21 25 16.96|-03 33 23.7| 5.48|321.32068720|-03.55657786
105769|21 25 19.39|+46 42 51.2| 5.59|321.33078455|+46.71422433
105811|21 25 47.02|+36 40 02.7| 5.93|321.44591740|+36.66740768
105854|21 26 22.75|-37 49 45.9| 5.64|321.59479220|-37.82940289
105858|21 26 26.49|-65 22 05.3| 4.21|321.61038385|-65.36814438
105881|21 26 40.03|-22 24 41.0| 3.77|321.66678212|-22.41137838
105898|21 26 51.57|+48 50 06.4| 5.29|321.71487481|+48.83510521
105913|21 27 01.66|-42 32 52.7| 5.50|321.75692385|-42.54796563
105928|21 27 14.83|-21 11 46.1| 5.78|321.81181113|-21.19612774
105942|21 27 21.36|+37 07 00.5| 5.30|321.83901766|+37.11679196
105966|21 27 40.03|+27 36 30.8| 5.39|321.91679163|+27.60854356
105972|21 27 46.16|+66 48 32.9| 5.42|321.94232234|+66.80914613
106003|21 28 08.16|+32 13 30.5| 5.75|322.03399511|+32.22513677
106032|21 28 39.58|+70 33 38.5| 3.23|322.16489595|+70.56069481
106039|21 28 43.32|-21 48 25.8| 4.50|322.18048346|-21.80716659
106044|21 28 44.79|-69 30 19.0| 5.47|322.18661378|-69.50527320
106062|21 28 59.76|+22 10 45.9| 5.84|322.24898803|+22.17940400
106093|21 29 26.91|+46 32 25.2| 5.22|322.36213795|+46.54033179
106140|21 29 56.88|+23 38 19.8| 4.52|322.48699859|+23.63882922
106227|21 30 59.29|+60 27 34.0| 5.53|322.74705697|+60.45944015
106278|21 31 33.52|-05 34 16.2| 2.90|322.88966951|-05.57115593
106327|21 32 05.86|-41 10 45.6| 5.29|323.02442135|-41.17933640
106340|21 32 14.58|-33 56 40.6| 5.97|323.06072952|-33.94461293
106393|21 32 56.58|+49 58 39.4| 5.77|323.23574046|+49.97760064
106429|21 33 23.53|-44 50 55.3| 5.57|323.34805400|-44.84869460
106481|21 33 58.87|+45 35 31.4| 3.98|323.49530361|+45.59206564
106551|21 34 46.48|+38 32 01.8| 4.87|323.69365589|+38.53382684
106559|21 34 51.07|-20 05 03.8| 5.70|323.71278777|-20.08438179
106592|21 35 17.63|-03 58 59.9| 5.79|323.82344304|-03.98329291
106642|21 36 02.44|+45 22 28.5| 5.96|324.01017560|+45.37458683
106654|21 36 10.90|-26 10 17.2| 5.73|324.04543329|-26.17145712
106711|21 36 56.98|+40 24 48.6| 5.04|324.23740434|+40.41349052
106723|21 37 04.82|-19 27 57.6| 4.51|324.27009487|-19.46601352
106786|21 37 45.04|-07 51 14.9| 4.68|324.43767522|-07.85414212
106787|21 37 45.37|+19 19 06.9| 5.46|324.43903480|+19.31857481
106801|21 37 55.23|+62 04 55.0| 4.76|324.48011167|+62.08194667
106856|21 38 31.87|+05 46 18.0| 5.66|324.63280732|+05.77167281
106886|21 38 57.62|+57 29 20.6| 5.74|324.74008434|+57.48904968
106897|21 39 01.11|+20 15 55.6| 5.77|324.75463604|+20.26545357
106944|21 39 33.28|+02 14 37.5| 5.10|324.88868707|+02.24376298
106985|21 40 05.34|-16 39 44.1| 3.69|325.02225935|-16.66225343
106999|21 40 11.06|+43 16 25.7| 5.09|325.04608744|+43.27380044
107089|21 41 28.47|-77 23 22.1| 3.73|325.36863801|-77.38946215
107095|21 41 32.93|-14 02 48.7| 5.16|325.38722004|-14.04686040
107119|21 41 55.08|+71 18 40.3| 4.55|325.47948373|+71.31118695
107128|21 42 00.64|-23 15 45.5| 5.24|325.50266207|-23.26262557
107129|21 42 01.08|+35 30 36.7| 5.98|325.50450032|+35.51019572
107136|21 42 05.66|+51 11 22.7| 4.69|325.52358201|+51.18962710
107144|21 42 10.12|+01 17 07.0| 5.66|325.54214706|+01.28527344
107151|21 42 15.44|+05 40 48.5| 5.30|325.56435406|+05.68015144
107162|21 42 22.94|+41 04 37.3| 5.73|325.59558607|+41.07702304
107188|21 42 39.42|-18 51 58.7| 4.72|325.66423845|-18.86630105
107230|21 43 04.13|+72 19 12.7| 5.18|325.76719016|+72.32018258
107232|21 43 04.40|-14 23 59.1| 5.88|325.76833446|-14.39975885
107235|21 43 06.48|+41 09 18.0| 5.51|325.77701184|+41.15499969
107253|21 43 25.63|+38 17 01.0| 5.69|325.85677886|+38.28360055
107259|21 43 30.45|+58 46 48.2| 4.23|325.87689561|+58.78005308
107302|21 44 00.98|-14 44 57.8| 5.96|326.00407815|-14.74939550
107310|21 44 08.40|+28 44 35.6| 4.49|326.03501874|+28.74322228
107315|21 44 11.14|+09 52 30.0| 2.38|326.04641808|+09.87500791
107348|21 44 30.69|+17 21 00.2| 4.34|326.12787716|+17.35004352
107350|21 44 31.19|+14 46 20.0| 5.96|326.12996019|+14.77221491
107354|21 44 38.70|+25 38 42.0| 4.14|326.16126755|+25.64500284
107374|21 44 53.28|+62 27 38.1| 5.94|326.22201408|+62.46057429
107380|21 44 56.79|-33 01 32.0| 4.35|326.23661590|-33.02555306
107382|21 45 00.25|-09 04 56.7| 5.10|326.25102876|-09.08242443
107418|21 45 26.93|+61 07 14.9| 4.25|326.36220534|+61.12081043
107472|21 46 04.36|+22 56 56.0| 5.29|326.51816071|+22.94888549
107517|21 46 32.08|-11 21 57.4| 5.57|326.63366745|-11.36593201
107533|21 46 47.61|+49 18 34.5| 4.23|326.69835794|+49.30957480
107556|21 47 02.29|-16 07 35.6| 2.85|326.75952199|-16.12656595
107575|21 47 13.96|+02 41 10.1| 5.63|326.80815996|+02.68613092
107586|21 47 25.31|+60 41 33.7| 5.53|326.85544759|+60.69269363
107608|21 47 44.17|-30 53 53.9| 5.02|326.93405546|-30.89830582
107649|21 48 15.61|-47 18 10.4| 5.57|327.06503724|-47.30289790
107763|21 49 50.68|+30 10 27.4| 5.07|327.46117477|+30.17427852
107773|21 50 00.13|-64 42 44.8| 5.62|327.50054328|-64.71244360
107788|21 50 08.64|+17 17 09.4| 5.34|327.53601656|+17.28595705
107835|21 50 47.23|-69 37 45.9| 5.52|327.69677354|-69.62940458
107843|21 50 54.25|-82 43 07.8| 5.27|327.72603561|-82.71882392
107887|21 51 34.24|+19 49 35.9| 5.78|327.89264809|+19.82664938
107930|21 52 01.02|+55 47 48.3| 5.70|328.00426049|+55.79674452
107975|21 52 29.96|+28 47 37.3| 5.52|328.12481712|+28.79369216
108022|21 53 03.76|+25 55 30.5| 5.09|328.26567758|+25.92513878
108036|21 53 17.58|-13 33 06.5| 5.08|328.32326591|-13.55180134
108060|21 53 37.37|+19 40 06.2| 5.69|328.40569599|+19.66838008
108085|21 53 55.65|-37 21 53.4| 3.00|328.48189202|-37.36482290
108102|21 54 10.34|-04 16 33.4| 5.71|328.54309196|-04.27595735
108165|21 54 53.16|+56 36 40.4| 5.74|328.72149220|+56.61123260
108195|21 55 11.34|-61 53 11.0| 5.92|328.79724631|-61.88638824
108226|21 55 30.99|+65 19 14.9| 5.84|328.87912929|+65.32081194
108294|21 56 22.79|-37 15 13.1| 5.45|329.09495119|-37.25363145
108317|21 56 39.14|+63 37 32.0| 5.11|329.16310055|+63.62556651
108339|21 56 56.39|+12 04 35.5| 5.54|329.23495325|+12.07652564
108431|21 57 55.03|-54 59 33.2| 4.40|329.47929577|-54.99256660
108505|21 58 53.51|+62 41 52.6| 5.96|329.72294977|+62.69795151
108535|21 59 15.10|+73 10 49.0| 5.04|329.81293227|+73.18028413
108543|21 59 17.88|-38 23 42.3| 5.50|329.82450083|-38.39509330
108661|22 00 50.22|-28 27 13.5| 5.43|330.20922938|-28.45373726
108691|22 01 05.01|+00 36 17.1| 5.60|330.27087929|+00.60474348
108693|22 01 05.32|+13 07 11.9| 5.61|330.27214600|+13.11996136
108699|22 01 09.24|+08 15 25.8| 5.65|330.28849736|+08.25717124
108758|22 01 50.58|+52 52 56.1| 5.79|330.46074194|+52.88224628
108772|22 02 04.58|+58 00 01.3| 5.55|330.51906636|+58.00037041
108845|22 02 56.68|+44 38 59.8| 5.57|330.73615775|+44.64994158
108849|22 03 03.74|-76 07 05.8| 5.94|330.76559241|-76.11826634
108868|22 03 16.43|-06 31 20.7| 5.55|330.81846358|-06.52242698
108870|22 03 17.44|-56 46 47.3| 4.69|330.82266498|-56.77980602
108874|22 03 18.83|-02 09 19.2| 4.74|330.82845686|-02.15533588
108875|22 03 19.02|+11 23 11.6| 5.83|330.82925888|+11.38655605
108917|22 03 47.16|+64 37 39.9| 4.26|330.94650782|+64.62775425
108924|22 03 52.93|+63 07 11.2| 5.26|330.97054172|+63.11977885
108975|22 04 36.76|-26 49 20.4| 5.97|331.15316181|-26.82233560
108991|22 04 47.43|-00 54 22.5| 5.29|331.19764106|-00.90623994
109005|22 05 00.48|+62 47 07.9| 5.27|331.25199883|+62.78552941
109017|22 05 08.79|+62 16 47.4| 5.07|331.28663039|+62.27982101
109023|22 05 11.32|+26 40 25.0| 5.75|331.29714774|+26.67361826
109056|22 05 34.65|+28 57 50.4| 5.69|331.39439437|+28.96400385
109068|22 05 40.69|+05 03 29.8| 4.86|331.41954990|+05.05828453
109074|22 05 47.03|-00 19 11.4| 2.95|331.44593869|-00.31982656
109081|22 05 50.95|-59 38 09.4| 5.62|331.46229754|-59.63594171
109102|22 06 01.96|+45 00 51.8| 5.09|331.50816631|+45.01438566
109111|22 06 06.90|-39 32 35.0| 4.47|331.52876518|-39.54304903
109139|22 06 26.21|-13 52 10.3| 4.29|331.60918894|-13.86954013
109176|22 07 00.47|+25 20 42.2| 3.77|331.75197729|+25.34504610
109209|22 07 28.52|+19 28 31.6| 5.74|331.86882240|+19.47543631
109240|22 07 50.33|+21 42 11.1| 5.79|331.95971953|+21.70309155
109268|22 08 13.88|-46 57 38.2| 1.73|332.05781838|-46.96061593
109285|22 08 22.95|-32 59 18.2| 4.50|332.09563830|-32.98839827
109289|22 08 25.93|-34 02 37.4| 4.99|332.10803368|-34.04372111
109332|22 08 58.99|-18 31 10.5| 5.80|332.24579432|-18.51957349
109352|22 09 13.68|+33 10 21.0| 5.58|332.30698173|+33.17249760
109400|22 09 48.37|+72 20 28.3| 4.79|332.45152906|+72.34119936
109404|22 09 55.71|-34 00 54.1| 5.37|332.48213069|-34.01503553
109410|22 09 59.25|+33 10 41.8| 4.28|332.49688603|+33.17826747
109422|22 10 08.48|-32 32 54.4| 4.94|332.53534803|-32.54844042
109427|22 10 11.82|+06 11 52.0| 3.52|332.54924902|+06.19778900
109466|22 10 33.70|-04 16 00.7| 5.98|332.64043335|-04.26686395
109471|22 10 37.46|+11 37 28.8| 5.78|332.65608471|+11.62467170
109472|22 10 37.46|-11 33 53.9| 5.43|332.65610232|-11.56495901
109474|22 10 38.90|+70 07 57.1| 5.52|332.66209270|+70.13251390
109492|22 10 51.26|+58 12 04.5| 3.39|332.71359131|+58.20124992
109521|22 11 09.78|+50 49 23.8| 5.38|332.79073322|+50.82328938
109556|22 11 30.58|+59 24 52.3| 5.05|332.87743467|+59.41451451
109572|22 11 48.52|+56 50 20.6| 5.24|332.95214631|+56.83904211
109577|22 11 51.33|+16 02 26.1| 5.93|332.96388678|+16.04059653
109592|22 12 02.01|+60 45 32.7| 5.37|333.00839287|+60.75907189
109602|22 12 08.09|+24 57 02.3| 5.97|333.03369809|+24.95063700
109620|22 12 22.45|+63 17 27.9| 5.76|333.09352250|+63.29107190
109654|22 12 47.81|+34 36 17.0| 5.34|333.19921276|+34.60471273
109693|22 13 10.17|+86 06 28.3| 5.27|333.29239384|+86.10785672
109730|22 13 38.65|+28 36 28.9| 5.87|333.41104240|+28.60802681
109737|22 13 44.39|-25 10 51.3| 5.58|333.43494738|-25.18092537
109745|22 13 49.18|+45 26 26.2| 5.53|333.45491277|+45.44060328
109754|22 13 52.70|+39 42 53.6| 4.50|333.46958944|+39.71488928
109786|22 14 18.02|-21 04 28.9| 5.33|333.57507383|-21.07470081
109789|22 14 18.74|-27 46 00.9| 5.45|333.57806796|-27.76691218
109831|22 14 44.33|+42 57 14.3| 5.72|333.68471113|+42.95396372
109857|22 15 01.68|+57 02 36.5| 4.18|333.75699582|+57.04346522
109908|22 15 36.88|-41 20 48.3| 4.79|333.90368669|-41.34675029
109937|22 15 58.17|+37 44 55.4| 4.14|333.99237570|+37.74873483
109972|22 16 26.51|+57 13 12.8| 5.88|334.11046921|+57.22022542
109973|22 16 26.57|-41 37 37.9| 5.11|334.11070233|-41.62720198
110000|22 16 48.04|-12 49 53.2| 5.34|334.20018136|-12.83144751
110003|22 16 49.97|-07 46 59.7| 4.17|334.20819329|-07.78323706
110009|22 16 52.60|-09 02 24.1| 5.80|334.21916736|-09.04003734
110023|22 17 06.50|-05 23 14.0| 5.75|334.27709235|-05.38721152
110078|22 17 50.70|-77 30 41.7| 5.49|334.46123241|-77.51158803
110103|22 18 12.59|+62 48 15.7| 5.75|334.55247853|+62.80436392
110109|22 18 15.18|-53 37 31.9| 5.36|334.56326060|-53.62553594
110130|22 18 30.18|-60 15 34.2| 2.87|334.62574257|-60.25949486
110179|22 19 00.70|-13 18 17.9| 5.96|334.75290198|-13.30497087
110256|22 20 01.48|-80 26 22.7| 5.09|335.00616756|-80.43964301
110273|22 20 11.91|-07 49 16.0| 5.35|335.04961499|-07.82110592
110298|22 20 27.56|+05 47 22.2| 5.37|335.11485393|+05.78949288
110351|22 21 01.53|+46 32 11.6| 4.55|335.25636792|+46.53656484
110371|22 21 19.33|+28 19 49.9| 4.78|335.33053166|+28.33051592
110386|22 21 31.07|+12 12 18.6| 4.82|335.37946377|+12.20517262
110391|22 21 35.58|-21 35 52.9| 5.12|335.39823108|-21.59802435
110395|22 21 39.30|-01 23 14.5| 3.86|335.41374983|-01.38735315
110506|22 23 07.79|-45 55 42.0| 5.62|335.78246322|-45.92834717
110529|22 23 30.79|-24 45 45.6| 5.53|335.87827430|-24.76265507
110532|22 23 32.15|-07 11 40.0| 5.92|335.88397901|-07.19444293
110538|22 23 33.64|+52 13 46.2| 4.42|335.89015172|+52.22949951
110578|22 24 06.87|-04 50 13.2| 5.79|336.02861939|-04.83700102
110602|22 24 27.03|-13 31 45.9| 5.76|336.11262494|-13.52940359
110609|22 24 31.00|+49 28 35.0| 4.55|336.12914880|+49.47640074
110618|22 24 34.39|-72 15 13.6| 5.28|336.14329493|-72.25377388
110649|22 24 56.19|-57 47 47.8| 5.31|336.23413615|-57.79661017
110668|22 25 10.39|-70 25 53.3| 5.78|336.29329897|-70.43147060
110672|22 25 16.61|+01 22 38.6| 4.80|336.31921857|+01.37739245
110725|22 26 00.78|+70 46 15.2| 5.47|336.50326220|+70.77088542
110778|22 26 34.15|-16 44 31.7| 5.55|336.64228154|-16.74214759
110785|22 26 37.22|+04 23 37.1| 5.76|336.65507484|+04.39363758
110787|22 26 42.45|+78 47 09.4| 5.83|336.67685952|+78.78594317
110817|22 27 05.31|+65 07 56.2| 5.52|336.77213047|+65.13227452
110838|22 27 19.87|-64 57 59.0| 4.51|336.83280453|-64.96637927
110882|22 27 51.48|+04 41 47.1| 4.78|336.96448769|+04.69641070
110935|22 28 37.44|-67 29 20.0| 5.56|337.15600483|-67.48888731
110936|22 28 39.18|-39 07 53.0| 5.47|337.16325785|-39.13140099
110960|22 28 49.80|-00 01 12.2| 3.65|337.20750231|-00.02006304
110986|22 29 07.95|+09 07 44.7| 5.60|337.28313545|+09.12908395
110992|22 29 10.21|+26 45 47.6| 5.79|337.29254382|+26.76320924
110991|22 29 10.25|+58 24 54.7| 4.07|337.29269975|+58.41518990
110997|22 29 16.15|-43 29 44.0| 3.97|337.31730866|-43.49555433
111022|22 29 31.82|+47 42 24.8| 4.34|337.38259473|+47.70689488
111043|22 29 45.45|-43 44 57.2| 4.12|337.43935610|-43.74922804
111045|22 29 45.94|-27 06 26.0| 5.95|337.44142048|-27.10723481
111056|22 29 52.97|+78 49 27.6| 5.45|337.47070072|+78.82433733
111062|22 29 57.95|+04 25 55.4| 5.51|337.49145207|+04.43205725
111068|22 30 01.79|+32 34 21.6| 5.64|337.50746956|+32.57267245
111104|22 30 29.26|+43 07 24.2| 4.52|337.62192333|+43.12338985
111123|22 30 38.82|-10 40 40.4| 4.82|337.66172918|-10.67788619
111169|22 31 17.38|+50 16 56.8| 3.76|337.82239898|+50.28244976
111188|22 31 30.29|-32 20 45.7| 4.29|337.87620651|-32.34602798
111196|22 31 37.83|-85 58 02.6| 5.76|337.90761619|-85.96740206
111242|22 32 16.27|+76 13 35.3| 5.70|338.06781235|+76.22646833
111259|22 32 26.37|+39 46 47.1| 5.88|338.10989375|+39.77975511
111310|22 33 00.01|-61 58 55.5| 4.91|338.25005260|-61.98207300
111362|22 33 40.57|+56 37 28.7| 5.72|338.41902799|+56.62463722
111394|22 34 02.89|-01 34 27.0| 5.88|338.51203705|-01.57417924
111449|22 34 41.50|-20 42 28.3| 5.21|338.67291135|-20.70785949
111497|22 35 21.33|-00 07 02.5| 4.04|338.83887054|-00.11736123
111515|22 35 36.36|-23 59 27.9| 5.97|338.90149675|-23.99107868
111532|22 35 45.78|+73 38 35.3| 5.08|338.94073618|+73.64312707
111546|22 35 52.28|+39 38 03.6| 5.73|338.96785192|+39.63434136
111600|22 36 35.47|-31 39 49.3| 5.82|339.14778918|-31.66369314
111643|22 36 58.82|-40 35 27.1| 5.85|339.24508293|-40.59086511
111660|22 37 12.86|+75 22 18.5| 5.80|339.30359577|+75.37179180
111674|22 37 22.47|+51 32 43.3| 4.64|339.34360749|+51.54537399
111710|22 37 45.42|-04 13 39.9| 5.04|339.43925419|-04.22776291
111795|22 38 37.87|+56 47 44.6| 5.11|339.65778029|+56.79571012
111797|22 38 39.05|+63 35 04.3| 5.19|339.66272750|+63.58452120
111809|22 38 51.46|-33 04 53.0| 5.66|339.71443125|-33.08138295
111810|22 38 52.62|+19 31 21.0| 5.84|339.71924203|+19.52249181
111841|22 39 15.68|+39 03 01.0| 4.89|339.81532883|+39.05028301
111925|22 40 18.40|+53 50 45.5| 5.94|340.07667029|+53.84597214
111934|22 40 22.38|-30 39 30.1| 5.88|340.09324845|-30.65836159
111944|22 40 30.78|+44 16 34.6| 4.50|340.12825981|+44.27628068
111954|22 40 39.33|-27 02 37.0| 4.18|340.16385653|-27.04361480
111967|22 40 48.86|-57 25 20.3| 5.98|340.20357013|-57.42230600
111974|22 40 52.52|+14 32 55.9| 5.72|340.21882625|+14.54886051
112029|22 41 27.67|+10 49 53.0| 3.41|340.36531181|+10.83139111
112031|22 41 28.65|+40 13 31.7| 5.25|340.36938127|+40.22546314
112041|22 41 35.94|+41 32 56.3| 5.93|340.39975815|+41.54897766
112051|22 41 45.41|+29 18 27.7| 4.80|340.43920724|+29.30768920
112067|22 41 57.40|+14 30 59.2| 5.92|340.48916113|+14.51644444
112117|22 42 36.88|-47 12 36.0| 5.99|340.65365518|-47.21000778
112122|22 42 39.93|-46 53 04.4| 2.07|340.66639531|-46.88456594
112158|22 43 00.13|+30 13 16.7| 2.93|340.75053573|+30.22130866
112203|22 43 29.97|-41 24 50.8| 4.84|340.87486957|-41.41411843
112211|22 43 35.25|-18 49 49.1| 4.68|340.89688564|-18.83030716
112241|22 44 05.21|+39 27 55.5| 5.93|341.02171745|+39.46541736
112242|22 44 05.49|+41 49 09.2| 5.11|341.02285629|+41.81922714
